transaction_id,customer_id,source_account,beneficiary_account,timestamp,amount,channel,location,device_id,days_since_last_txn,account_status,kyc_risk,is_international,customer_avg_amount,previous_alerts,story
TXN-10048,CUS-2024,ACC-1024,ACC-1029,2026-07-15 13:00:00,37277.97,RTGS,Chennai,DEV-024,2,Active,High,False,43042.25,2,Normal
TXN-10237,CUS-2009,ACC-1009,ACC-1033,2026-07-15 12:00:00,69225.58,UPI,Kolkata,DEV-009,15,Active,Medium,False,89714.4,0,Normal
TXN-10197,CUS-2008,ACC-1008,ACC-1028,2026-07-15 12:00:00,42594.05,RTGS,Lucknow,DEV-008,0,Active,Low,False,31940.37,2,Normal
TXN-10063,CUS-2000,ACC-1000,ACC-1010,2026-07-15 12:00:00,39284.34,RTGS,Chennai,DEV-000,11,Active,Medium,False,26948.98,0,Normal
TXN-10151,CUS-2002,ACC-1002,ACC-1012,2026-07-15 10:00:00,51797.48,Internet Banking,Pune,DEV-002,12,Active,Medium,False,72197.47,0,Normal
TXN-10333,CUS-2012,ACC-1012,ACC-1006,2026-07-15 09:00:00,50104.5,NEFT,Kolkata,DEV-012,5,Active,Low,False,69302.83,2,Normal
TXN-10243,CUS-2024,ACC-1024,ACC-1035,2026-07-15 08:00:00,26984.24,NEFT,Jaipur,DEV-024,6,Active,Medium,False,24451.02,2,Normal
TXN-10210,CUS-2011,ACC-1011,ACC-1039,2026-07-15 06:00:00,8972.61,Branch,Kolkata,DEV-011,7,Active,High,False,7570.84,0,Normal
TXN-10284,CUS-2030,ACC-1030,ACC-1030,2026-07-15 05:00:00,26282.72,Internet Banking,Delhi,DEV-030,15,Active,Medium,False,27056.25,1,Normal
TXN-10074,CUS-2009,ACC-1009,ACC-1024,2026-07-15 03:00:00,7466.62,Internet Banking,Pune,DEV-009,17,Active,Low,False,6826.86,2,Normal
TXN-10011,CUS-2017,ACC-1017,ACC-1026,2026-07-15 01:00:00,16193.71,NEFT,Kolkata,DEV-017,11,Active,Medium,False,12824.23,1,Normal
TXN-10341,CUS-2038,ACC-1038,ACC-1010,2026-07-15 00:00:00,13385.48,UPI,Lucknow,DEV-038,9,Active,Medium,False,17268.77,1,Normal
TXN-10343,CUS-2021,ACC-1021,ACC-1027,2026-07-14 21:00:00,10736.7,Internet Banking,Mumbai,DEV-021,9,Active,High,False,9139.04,1,Normal
TXN-10310,CUS-2026,ACC-1026,ACC-1038,2026-07-14 19:00:00,16777.8,RTGS,Jaipur,DEV-026,15,Active,Low,False,13329.65,0,Normal
TXN-10325,CUS-2012,ACC-1012,ACC-1008,2026-07-14 18:00:00,10387.52,RTGS,Jaipur,DEV-012,13,Active,Low,False,15334.68,0,Normal
TXN-10305,CUS-2030,ACC-1030,ACC-1012,2026-07-14 17:00:00,12341.72,UPI,Kolkata,DEV-030,17,Active,Medium,False,14906.27,2,Normal
TXN-10223,CUS-2023,ACC-1023,ACC-1019,2026-07-14 16:00:00,34352.93,Internet Banking,Pune,DEV-023,10,Active,Medium,False,25502.19,1,Normal
TXN-10046,CUS-2018,ACC-1018,ACC-1021,2026-07-14 15:00:00,77314.2,ATM,Mumbai,DEV-018,14,Active,Medium,False,69190.97,1,Normal
TXN-10214,CUS-2014,ACC-1014,ACC-1020,2026-07-14 15:00:00,8723.68,Branch,Pune,DEV-014,3,Active,Medium,False,7142.92,2,Normal
TXN-10107,CUS-2029,ACC-1029,ACC-1013,2026-07-14 10:00:00,38271.79,UPI,Pune,DEV-029,8,Active,High,False,26417.79,2,Normal
TXN-10274,CUS-2029,ACC-1029,ACC-1001,2026-07-14 10:00:00,61323.39,ATM,Lucknow,DEV-029,0,Active,Low,False,71677.44,1,Normal
TXN-10348,CUS-2033,ACC-1033,ACC-1022,2026-07-14 10:00:00,16023.71,Internet Banking,Chennai,DEV-033,10,Active,Medium,False,20224.86,1,Normal
TXN-10346,CUS-2035,ACC-1035,ACC-1028,2026-07-14 01:00:00,7305.17,Internet Banking,Kolkata,DEV-035,12,Active,Low,False,8873.54,2,Normal
TXN-10147,CUS-2016,ACC-1016,ACC-1013,2026-07-13 22:00:00,16343.4,Branch,Mumbai,DEV-016,2,Active,High,False,19729.59,0,Normal
TXN-10258,CUS-2030,ACC-1030,ACC-1009,2026-07-13 22:00:00,17607.64,Branch,Delhi,DEV-030,13,Active,High,False,20719.99,1,Normal
TXN-10155,CUS-2025,ACC-1025,ACC-1011,2026-07-13 21:00:00,23985.64,ATM,Lucknow,DEV-025,7,Active,Low,False,33135.78,0,Normal
TXN-10296,CUS-2022,ACC-1022,ACC-1008,2026-07-13 21:00:00,15787.28,Mobile Banking,Pune,DEV-022,12,Active,Low,False,14943.16,0,Normal
TXN-10131,CUS-2020,ACC-1020,ACC-1006,2026-07-13 16:00:00,22646.9,Mobile Banking,Delhi,DEV-020,15,Active,Low,False,20419.08,1,Normal
TXN-10059,CUS-2034,ACC-1034,ACC-1001,2026-07-13 15:00:00,13261.7,Mobile Banking,Chennai,DEV-034,13,Active,High,False,16017.86,0,Normal
TXN-10283,CUS-2025,ACC-1025,ACC-1039,2026-07-13 14:00:00,16758.03,UPI,Jaipur,DEV-025,12,Active,High,False,17663.13,1,Normal
TXN-10157,CUS-2024,ACC-1024,ACC-1004,2026-07-13 13:00:00,18674.41,RTGS,Lucknow,DEV-024,3,Active,High,False,21974.52,0,Normal
TXN-10116,CUS-2007,ACC-1007,ACC-1010,2026-07-13 11:00:00,12871.99,ATM,Delhi,DEV-007,5,Active,Low,False,8565.49,1,Normal
TXN-10323,CUS-2023,ACC-1023,ACC-1025,2026-07-13 11:00:00,12667.36,NEFT,Jaipur,DEV-023,15,Active,Medium,True,14222.43,2,Normal
TXN-10194,CUS-2038,ACC-1038,ACC-1020,2026-07-13 11:00:00,7016.32,UPI,Jaipur,DEV-038,3,Active,Medium,False,10210.3,1,Normal
TXN-10003,CUS-2028,ACC-1028,ACC-1014,2026-07-13 10:00:00,53115.8,RTGS,Jaipur,DEV-028,14,Active,Medium,False,36502.94,0,Normal
TXN-10091,CUS-2004,ACC-1004,ACC-1024,2026-07-13 09:00:00,16038.23,UPI,Kolkata,DEV-004,9,Active,Low,True,15896.32,2,Normal
TXN-10066,CUS-2021,ACC-1021,ACC-1027,2026-07-13 08:00:00,17349.67,RTGS,Mumbai,DEV-021,2,Active,Medium,False,18269.95,1,Normal
TXN-10020,CUS-2011,ACC-1011,ACC-1019,2026-07-13 07:00:00,179509.06,RTGS,Mumbai,DEV-011,10,Active,Medium,False,167272.58,1,Normal
TXN-10142,CUS-2015,ACC-1015,ACC-1018,2026-07-13 03:00:00,22582.27,Mobile Banking,Chennai,DEV-015,11,Active,Medium,False,20804.67,1,Normal
TXN-10000,CUS-2003,ACC-1003,ACC-1030,2026-07-13 02:00:00,10417.18,RTGS,Delhi,DEV-003,12,Active,Low,False,13510.75,0,Normal
TXN-10123,CUS-2020,ACC-1020,ACC-1003,2026-07-13 01:00:00,61561.34,NEFT,Pune,DEV-020,0,Active,Low,False,77654.44,2,Normal
TXN-10055,CUS-2000,ACC-1000,ACC-1028,2026-07-12 20:00:00,40380.83,UPI,Mumbai,DEV-000,15,Active,High,False,46438.73,1,Normal
TXN-10268,CUS-2027,ACC-1027,ACC-1029,2026-07-12 20:00:00,11516.1,Internet Banking,Pune,DEV-027,2,Active,Medium,False,11853.99,0,Normal
TXN-10218,CUS-2033,ACC-1033,ACC-1028,2026-07-12 19:00:00,17075.46,Branch,Mumbai,DEV-033,14,Active,Medium,False,17604.87,2,Normal
TXN-10076,CUS-2018,ACC-1018,ACC-1006,2026-07-12 16:00:00,13418.26,NEFT,Kolkata,DEV-018,17,Active,High,False,20017.01,1,Normal
TXN-10302,CUS-2010,ACC-1010,ACC-1007,2026-07-12 16:00:00,21486.46,Internet Banking,Kolkata,DEV-010,6,Active,Low,False,14426.53,0,Normal
TXN-10195,CUS-2007,ACC-1007,ACC-1016,2026-07-12 14:00:00,29632.28,RTGS,Mumbai,DEV-007,1,Active,Medium,False,35235.72,1,Normal
TXN-10064,CUS-2008,ACC-1008,ACC-1035,2026-07-12 12:00:00,5894.34,Mobile Banking,Lucknow,DEV-008,1,Active,Medium,False,6128.8,0,Normal
TXN-10167,CUS-2028,ACC-1028,ACC-1018,2026-07-12 12:00:00,4145.92,Mobile Banking,Jaipur,DEV-028,3,Active,Medium,False,2997.85,2,Normal
TXN-10252,CUS-2003,ACC-1003,ACC-1030,2026-07-12 11:00:00,22629.66,RTGS,Lucknow,DEV-003,11,Active,Medium,False,23314.97,1,Normal
TXN-10115,CUS-2022,ACC-1022,ACC-1039,2026-07-11 21:00:00,41933.22,UPI,Jaipur,DEV-022,16,Active,Low,False,49419.27,2,Normal
TXN-10133,CUS-2009,ACC-1009,ACC-1035,2026-07-11 19:00:00,8782.78,Mobile Banking,Mumbai,DEV-009,15,Active,Medium,False,9067.17,0,Normal
TXN-10204,CUS-2011,ACC-1011,ACC-1039,2026-07-11 18:00:00,33993.0,Branch,Jaipur,DEV-011,16,Active,High,False,23514.65,2,Normal
TXN-10183,CUS-2010,ACC-1010,ACC-1018,2026-07-11 18:00:00,65649.86,Branch,Lucknow,DEV-010,11,Active,Low,False,61965.01,1,Normal
TXN-10347,CUS-2016,ACC-1016,ACC-1017,2026-07-11 16:00:00,21324.32,RTGS,Pune,DEV-016,2,Active,Low,False,22586.06,0,Normal
TXN-10137,CUS-2033,ACC-1033,ACC-1038,2026-07-11 11:00:00,27527.11,Branch,Kolkata,DEV-033,3,Active,Low,True,20675.89,0,Normal
TXN-10291,CUS-2039,ACC-1039,ACC-1039,2026-07-11 07:00:00,15908.28,Branch,Kolkata,DEV-039,9,Active,Medium,False,23695.4,0,Normal
TXN-10014,CUS-2013,ACC-1013,ACC-1004,2026-07-11 07:00:00,10742.71,RTGS,Pune,DEV-013,12,Active,Medium,False,14093.77,0,Normal
TXN-10196,CUS-2014,ACC-1014,ACC-1017,2026-07-11 05:00:00,29971.84,UPI,Mumbai,DEV-014,9,Active,Low,False,20510.91,2,Normal
TXN-10173,CUS-2025,ACC-1025,ACC-1027,2026-07-11 04:00:00,34740.37,UPI,Delhi,DEV-025,3,Active,Medium,False,27659.11,2,Normal
TXN-10120,CUS-2006,ACC-1006,ACC-1027,2026-07-11 02:00:00,26814.74,RTGS,Mumbai,DEV-006,3,Active,Medium,False,38229.65,0,Normal
TXN-10119,CUS-2037,ACC-1037,ACC-1000,2026-07-11 01:00:00,14529.21,Branch,Lucknow,DEV-037,7,Active,High,False,14322.26,0,Normal
TXN-10242,CUS-2006,ACC-1006,ACC-1039,2026-07-11 00:00:00,9975.65,ATM,Jaipur,DEV-006,8,Active,Low,False,9980.82,2,Normal
TXN-10096,CUS-2004,ACC-1004,ACC-1014,2026-07-10 21:00:00,9949.79,Mobile Banking,Pune,DEV-004,0,Active,Low,False,9370.7,1,Normal
TXN-10321,CUS-2004,ACC-1004,ACC-1036,2026-07-10 21:00:00,30185.35,UPI,Jaipur,DEV-004,7,Active,High,False,31381.29,2,Normal
TXN-10340,CUS-2004,ACC-1004,ACC-1002,2026-07-10 16:00:00,63908.83,NEFT,Chennai,DEV-004,6,Active,Medium,False,95387.62,0,Normal
TXN-10070,CUS-2024,ACC-1024,ACC-1012,2026-07-10 15:00:00,17252.87,Branch,Mumbai,DEV-024,7,Active,Medium,False,18733.66,1,Normal
TXN-10265,CUS-2000,ACC-1000,ACC-1039,2026-07-10 14:00:00,31209.17,ATM,Chennai,DEV-000,15,Active,Medium,False,34307.01,2,Normal
TXN-10219,CUS-2017,ACC-1017,ACC-1032,2026-07-10 13:00:00,14048.71,Internet Banking,Mumbai,DEV-017,3,Active,Low,False,12008.67,1,Normal
TXN-10272,CUS-2021,ACC-1021,ACC-1007,2026-07-10 12:00:00,35901.6,Branch,Jaipur,DEV-021,2,Active,High,False,45454.82,0,Normal
TXN-10187,CUS-2036,ACC-1036,ACC-1022,2026-07-10 11:00:00,18826.47,NEFT,Mumbai,DEV-036,15,Active,Low,False,12324.79,1,Normal
TXN-10260,CUS-2026,ACC-1026,ACC-1019,2026-07-10 10:00:00,10850.22,Branch,Pune,DEV-026,8,Active,High,False,8720.88,2,Normal
TXN-10352,CUS-2014,ACC-1014,ACC-1020,2026-07-10 07:00:00,67233.12,UPI,Chennai,DEV-014,2,Active,Low,False,97657.59,0,Normal
TXN-10216,CUS-2011,ACC-1011,ACC-1007,2026-07-10 06:00:00,30454.36,Branch,Mumbai,DEV-011,15,Active,Medium,False,24330.09,2,Normal
TXN-10288,CUS-2018,ACC-1018,ACC-1009,2026-07-10 03:00:00,31314.65,Internet Banking,Chennai,DEV-018,14,Active,Low,False,36152.4,1,Normal
TXN-10042,CUS-2032,ACC-1032,ACC-1036,2026-07-10 01:00:00,9901.98,NEFT,Jaipur,DEV-032,14,Active,Medium,False,7568.77,1,Normal
TXN-10037,CUS-2014,ACC-1014,ACC-1005,2026-07-10 00:00:00,76470.65,Internet Banking,Kolkata,DEV-014,2,Active,High,False,68212.74,2,Normal
TXN-10311,CUS-2009,ACC-1009,ACC-1032,2026-07-09 22:00:00,54533.08,Mobile Banking,Mumbai,DEV-009,16,Active,High,False,68868.97,0,Normal
TXN-10053,CUS-2031,ACC-1031,ACC-1014,2026-07-09 20:00:00,19806.78,Mobile Banking,Kolkata,DEV-031,2,Active,Low,False,19327.88,2,Normal
TXN-10316,CUS-2027,ACC-1027,ACC-1018,2026-07-09 17:00:00,17751.93,Mobile Banking,Pune,DEV-027,16,Active,High,False,12552.08,0,Normal
TXN-10098,CUS-2022,ACC-1022,ACC-1013,2026-07-09 15:00:00,31166.16,Branch,Kolkata,DEV-022,13,Active,Low,False,28189.04,1,Normal
TXN-10184,CUS-2002,ACC-1002,ACC-1015,2026-07-09 15:00:00,77075.95,Mobile Banking,Pune,DEV-002,13,Active,High,False,86962.6,1,Normal
TXN-10143,CUS-2016,ACC-1016,ACC-1029,2026-07-09 13:00:00,48794.31,ATM,Jaipur,DEV-016,10,Active,Low,False,45930.41,1,Normal
TXN-10334,CUS-2028,ACC-1028,ACC-1033,2026-07-09 12:00:00,15285.68,UPI,Kolkata,DEV-028,1,Active,Medium,False,17059.31,2,Normal
TXN-10201,CUS-2025,ACC-1025,ACC-1005,2026-07-09 12:00:00,28637.29,Branch,Lucknow,DEV-025,9,Active,High,False,35771.19,2,Normal
TXN-10113,CUS-2026,ACC-1026,ACC-1029,2026-07-09 12:00:00,73932.51,NEFT,Chennai,DEV-026,5,Active,Low,False,55975.96,2,Normal
TXN-10161,CUS-2004,ACC-1004,ACC-1039,2026-07-09 10:00:00,53863.65,Branch,Mumbai,DEV-004,7,Active,Low,False,51188.63,0,Normal
TXN-10019,CUS-2017,ACC-1017,ACC-1013,2026-07-09 08:00:00,34797.77,UPI,Mumbai,DEV-017,17,Active,Medium,False,25065.55,1,Normal
TXN-10141,CUS-2008,ACC-1008,ACC-1036,2026-07-09 03:00:00,10703.35,ATM,Chennai,DEV-008,0,Active,Medium,False,7521.82,2,Normal
TXN-10085,CUS-2026,ACC-1026,ACC-1036,2026-07-09 02:00:00,3884.91,RTGS,Jaipur,DEV-026,14,Active,Medium,False,4943.75,2,Normal
TXN-10021,CUS-2021,ACC-1021,ACC-1020,2026-07-09 01:00:00,14175.78,UPI,Lucknow,DEV-021,14,Active,Low,False,15890.07,2,Normal
TXN-10028,CUS-2014,ACC-1014,ACC-1023,2026-07-08 23:00:00,9926.14,Internet Banking,Kolkata,DEV-014,13,Active,Low,False,7666.09,2,Normal
TXN-10029,CUS-2037,ACC-1037,ACC-1000,2026-07-08 22:00:00,60681.06,UPI,Delhi,DEV-037,12,Active,High,False,75251.99,0,Normal
TXN-10163,CUS-2006,ACC-1006,ACC-1019,2026-07-08 14:00:00,18525.16,Mobile Banking,Pune,DEV-006,15,Active,High,False,20447.41,0,Normal
TXN-10337,CUS-2002,ACC-1002,ACC-1014,2026-07-08 13:00:00,18129.83,Branch,Lucknow,DEV-002,5,Active,Medium,False,17409.9,0,Normal
TXN-10313,CUS-2015,ACC-1015,ACC-1004,2026-07-08 10:00:00,10153.64,RTGS,Mumbai,DEV-015,3,Active,Low,False,12797.18,0,Normal
TXN-10092,CUS-2027,ACC-1027,ACC-1035,2026-07-08 06:00:00,58753.31,Mobile Banking,Lucknow,DEV-027,15,Active,Medium,False,53118.99,1,Normal
TXN-10170,CUS-2018,ACC-1018,ACC-1026,2026-07-08 04:00:00,18337.11,NEFT,Delhi,DEV-018,10,Active,Medium,False,22993.87,1,Normal
TXN-10034,CUS-2026,ACC-1026,ACC-1004,2026-07-08 03:00:00,13030.65,NEFT,Pune,DEV-026,4,Active,Low,False,18081.05,1,Normal
TXN-10290,CUS-2012,ACC-1012,ACC-1000,2026-07-08 01:00:00,44131.22,NEFT,Kolkata,DEV-012,5,Active,Medium,False,63539.61,2,Normal
TXN-10128,CUS-2000,ACC-1000,ACC-1019,2026-07-08 00:00:00,37104.13,ATM,Jaipur,DEV-000,8,Active,High,False,33414.41,0,Normal
TXN-10078,CUS-2036,ACC-1036,ACC-1006,2026-07-07 23:00:00,11185.71,RTGS,Kolkata,DEV-036,0,Active,Medium,False,11931.43,0,Normal
TXN-10088,CUS-2034,ACC-1034,ACC-1018,2026-07-07 22:00:00,6136.61,Internet Banking,Delhi,DEV-034,14,Active,Medium,False,8172.43,0,Normal
TXN-10089,CUS-2010,ACC-1010,ACC-1036,2026-07-07 19:00:00,38150.99,UPI,Delhi,DEV-010,6,Active,High,False,46697.19,0,Normal
TXN-10045,CUS-2017,ACC-1017,ACC-1015,2026-07-07 18:00:00,10320.76,Internet Banking,Chennai,DEV-017,17,Active,Medium,False,9589.09,2,Normal
TXN-10023,CUS-2024,ACC-1024,ACC-1036,2026-07-07 18:00:00,9384.74,UPI,Delhi,DEV-024,9,Active,Medium,False,12547.53,1,Normal
TXN-10244,CUS-2009,ACC-1009,ACC-1030,2026-07-07 18:00:00,6885.43,ATM,Lucknow,DEV-009,11,Active,High,True,5764.03,2,Normal
TXN-10154,CUS-2000,ACC-1000,ACC-1029,2026-07-07 16:00:00,19016.66,NEFT,Delhi,DEV-000,8,Active,Medium,False,22783.79,1,Normal
TXN-10278,CUS-2028,ACC-1028,ACC-1038,2026-07-07 16:00:00,30137.63,RTGS,Mumbai,DEV-028,9,Active,Medium,False,35313.89,0,Normal
TXN-10109,CUS-2019,ACC-1019,ACC-1009,2026-07-07 14:00:00,51800.86,ATM,Jaipur,DEV-019,15,Active,Medium,False,60930.83,0,Normal
TXN-10106,CUS-2018,ACC-1018,ACC-1033,2026-07-07 13:00:00,20552.77,Internet Banking,Jaipur,DEV-018,4,Active,High,False,17346.85,1,Normal
TXN-10040,CUS-2019,ACC-1019,ACC-1007,2026-07-07 13:00:00,167065.36,Mobile Banking,Jaipur,DEV-019,10,Active,High,False,161647.77,1,Normal
TXN-10164,CUS-2011,ACC-1011,ACC-1002,2026-07-07 12:00:00,30461.79,UPI,Delhi,DEV-011,7,Active,High,True,36688.76,2,Normal
TXN-10299,CUS-2011,ACC-1011,ACC-1032,2026-07-07 12:00:00,15446.55,ATM,Mumbai,DEV-011,12,Active,Medium,False,14524.51,2,Normal
TXN-10227,CUS-2026,ACC-1026,ACC-1007,2026-07-07 11:00:00,38388.14,NEFT,Kolkata,DEV-026,4,Active,High,False,47065.87,2,Normal
TXN-10215,CUS-2014,ACC-1014,ACC-1025,2026-07-07 10:00:00,4326.44,RTGS,Chennai,DEV-014,4,Active,Medium,False,3380.08,0,Normal
TXN-10130,CUS-2016,ACC-1016,ACC-1005,2026-07-07 09:00:00,53979.63,Branch,Lucknow,DEV-016,1,Active,High,False,59971.9,2,Normal
TXN-10275,CUS-2025,ACC-1025,ACC-1031,2026-07-07 09:00:00,7157.63,ATM,Delhi,DEV-025,1,Active,High,False,6146.48,1,Normal
TXN-10181,CUS-2018,ACC-1018,ACC-1005,2026-07-07 05:00:00,33215.99,Mobile Banking,Kolkata,DEV-018,1,Active,Medium,False,31717.01,2,Normal
TXN-10326,CUS-2006,ACC-1006,ACC-1028,2026-07-07 04:00:00,8075.22,Internet Banking,Jaipur,DEV-006,5,Active,Medium,False,5545.25,0,Normal
TXN-10189,CUS-2017,ACC-1017,ACC-1030,2026-07-07 04:00:00,4755.12,Branch,Mumbai,DEV-017,17,Active,Low,False,3849.12,2,Normal
TXN-10338,CUS-2001,ACC-1001,ACC-1005,2026-07-07 02:00:00,4455.87,ATM,Jaipur,DEV-001,2,Active,Medium,False,3795.98,2,Normal
TXN-10052,CUS-2029,ACC-1029,ACC-1016,2026-07-07 00:00:00,14602.1,ATM,Chennai,DEV-029,6,Active,Medium,False,12849.19,2,Normal
TXN-10342,CUS-2018,ACC-1018,ACC-1035,2026-07-06 21:00:00,9383.12,Mobile Banking,Pune,DEV-018,10,Active,Medium,False,13531.89,0,Normal
TXN-10178,CUS-2018,ACC-1018,ACC-1024,2026-07-06 18:00:00,9314.63,NEFT,Kolkata,DEV-018,13,Active,Low,False,13945.64,2,Normal
TXN-10203,CUS-2022,ACC-1022,ACC-1031,2026-07-06 14:00:00,11391.32,RTGS,Chennai,DEV-022,11,Active,Low,False,9397.23,0,Normal
TXN-10234,CUS-2016,ACC-1016,ACC-1018,2026-07-06 13:00:00,31755.36,NEFT,Mumbai,DEV-016,16,Active,Medium,False,28040.44,2,Normal
TXN-10285,CUS-2032,ACC-1032,ACC-1038,2026-07-06 12:00:00,17922.58,UPI,Lucknow,DEV-032,15,Active,Medium,False,13975.78,1,Normal
TXN-10354,CUS-2032,ACC-1032,ACC-1032,2026-07-06 10:00:00,10852.67,Internet Banking,Mumbai,DEV-032,0,Active,High,False,11870.87,2,Normal
TXN-10220,CUS-2036,ACC-1036,ACC-1030,2026-07-06 08:00:00,92800.77,Mobile Banking,Lucknow,DEV-036,2,Active,Low,False,89448.98,1,Normal
TXN-10169,CUS-2007,ACC-1007,ACC-1017,2026-07-06 08:00:00,23852.43,RTGS,Kolkata,DEV-007,17,Active,High,False,19980.66,2,Normal
TXN-10176,CUS-2003,ACC-1003,ACC-1005,2026-07-06 06:00:00,13788.56,Internet Banking,Lucknow,DEV-003,6,Active,Low,False,12066.17,0,Normal
TXN-10312,CUS-2010,ACC-1010,ACC-1002,2026-07-06 06:00:00,11173.17,NEFT,Delhi,DEV-010,1,Active,Medium,False,13558.48,1,Normal
TXN-10033,CUS-2000,ACC-1000,ACC-1038,2026-07-06 06:00:00,85078.37,RTGS,Chennai,DEV-000,14,Active,Medium,False,56590.84,1,Normal
TXN-10099,CUS-2034,ACC-1034,ACC-1009,2026-07-06 04:00:00,40206.41,Mobile Banking,Lucknow,DEV-034,15,Active,Low,False,53200.25,0,Normal
TXN-10152,CUS-2038,ACC-1038,ACC-1024,2026-07-06 03:00:00,14741.25,RTGS,Chennai,DEV-038,15,Active,Low,False,15719.34,0,Normal
TXN-10208,CUS-2024,ACC-1024,ACC-1012,2026-07-06 02:00:00,25098.07,ATM,Mumbai,DEV-024,7,Active,High,False,19916.37,0,Normal
TXN-10199,CUS-2031,ACC-1031,ACC-1017,2026-07-06 00:00:00,42605.74,RTGS,Lucknow,DEV-031,5,Active,Medium,False,62618.39,0,Normal
TXN-10101,CUS-2010,ACC-1010,ACC-1031,2026-07-06 00:00:00,15600.3,Branch,Lucknow,DEV-010,1,Active,Medium,False,16939.16,1,Normal
TXN-10013,CUS-2019,ACC-1019,ACC-1027,2026-07-05 21:00:00,35563.58,Internet Banking,Mumbai,DEV-019,5,Active,Medium,False,25765.9,1,Normal
TXN-10044,CUS-2002,ACC-1002,ACC-1005,2026-07-05 20:00:00,6217.73,Internet Banking,Jaipur,DEV-002,4,Active,Low,False,5772.36,1,Normal
TXN-10239,CUS-2039,ACC-1039,ACC-1029,2026-07-05 17:00:00,31640.56,NEFT,Jaipur,DEV-039,5,Active,Medium,False,34090.92,0,Normal
TXN-10238,CUS-2024,ACC-1024,ACC-1005,2026-07-05 16:00:00,27005.87,RTGS,Delhi,DEV-024,13,Active,High,False,29661.6,1,Normal
TXN-10172,CUS-2004,ACC-1004,ACC-1033,2026-07-05 15:00:00,12725.69,Internet Banking,Chennai,DEV-004,4,Active,Low,False,14373.43,1,Normal
TXN-10060,CUS-2036,ACC-1036,ACC-1001,2026-07-05 14:00:00,20239.06,UPI,Chennai,DEV-036,10,Active,High,False,27767.94,2,Normal
TXN-10231,CUS-2005,ACC-1005,ACC-1015,2026-07-05 14:00:00,6856.43,Internet Banking,Mumbai,DEV-005,3,Active,Low,False,7250.71,0,Normal
TXN-10256,CUS-2011,ACC-1011,ACC-1024,2026-07-05 13:00:00,112724.7,ATM,Kolkata,DEV-011,2,Active,Low,False,138673.91,2,Normal
TXN-10263,CUS-2012,ACC-1012,ACC-1016,2026-07-05 12:00:00,23540.91,Mobile Banking,Mumbai,DEV-012,16,Active,High,False,32304.5,1,Normal
TXN-10146,CUS-2015,ACC-1015,ACC-1016,2026-07-05 10:00:00,28394.72,NEFT,Jaipur,DEV-015,9,Active,Medium,False,34073.98,2,Normal
TXN-10205,CUS-2014,ACC-1014,ACC-1006,2026-07-05 09:00:00,15459.95,Mobile Banking,Mumbai,DEV-014,10,Active,Low,False,18275.07,2,Normal
TXN-10051,CUS-2020,ACC-1020,ACC-1019,2026-07-05 03:00:00,4986.39,RTGS,Chennai,DEV-020,2,Active,Medium,False,6029.47,0,Normal
TXN-10134,CUS-2007,ACC-1007,ACC-1009,2026-07-05 00:00:00,44843.4,NEFT,Jaipur,DEV-007,15,Active,Medium,False,38616.69,1,Normal
TXN-10331,CUS-2013,ACC-1013,ACC-1008,2026-07-04 23:00:00,85652.71,ATM,Lucknow,DEV-013,8,Active,High,False,115866.54,1,Normal
TXN-10071,CUS-2032,ACC-1032,ACC-1029,2026-07-04 20:00:00,23526.78,RTGS,Chennai,DEV-032,9,Active,Medium,False,21580.72,1,Normal
TXN-10200,CUS-2007,ACC-1007,ACC-1003,2026-07-04 19:00:00,54006.36,ATM,Pune,DEV-007,14,Active,Low,False,78410.49,2,Normal
TXN-10022,CUS-2012,ACC-1012,ACC-1004,2026-07-04 14:00:00,15519.59,Mobile Banking,Mumbai,DEV-012,11,Active,Medium,False,11509.01,2,Normal
TXN-10035,CUS-2030,ACC-1030,ACC-1024,2026-07-04 14:00:00,15045.04,Internet Banking,Kolkata,DEV-030,7,Active,Low,False,15583.84,1,Normal
TXN-10093,CUS-2028,ACC-1028,ACC-1023,2026-07-04 11:00:00,17614.04,Mobile Banking,Pune,DEV-028,15,Active,High,False,16568.43,0,Normal
TXN-10339,CUS-2017,ACC-1017,ACC-1006,2026-07-04 10:00:00,21499.94,UPI,Lucknow,DEV-017,13,Active,Low,False,27645.92,2,Normal
TXN-10132,CUS-2033,ACC-1033,ACC-1014,2026-07-04 09:00:00,29160.72,NEFT,Delhi,DEV-033,13,Active,Low,False,21945.11,0,Normal
TXN-10105,CUS-2016,ACC-1016,ACC-1034,2026-07-04 09:00:00,21835.65,Branch,Mumbai,DEV-016,8,Active,Low,False,28680.99,0,Normal
TXN-10248,CUS-2013,ACC-1013,ACC-1038,2026-07-04 07:00:00,15440.53,ATM,Lucknow,DEV-013,13,Active,High,False,15936.21,1,Normal
TXN-10262,CUS-2008,ACC-1008,ACC-1022,2026-07-04 05:00:00,19799.02,RTGS,Kolkata,DEV-008,3,Active,Medium,False,23666.31,1,Normal
TXN-10345,CUS-2006,ACC-1006,ACC-1036,2026-07-04 05:00:00,3803.74,UPI,Delhi,DEV-006,12,Active,High,False,5150.14,1,Normal
TXN-10186,CUS-2026,ACC-1026,ACC-1037,2026-07-04 04:00:00,16815.22,RTGS,Kolkata,DEV-026,10,Active,High,True,20655.08,0,Normal
